DateKey,Date,WeekDayName_Short,MonthName_Short,Year,IsWeekend,IsHoliday,HolidayName
20210101,2021-01-01,FRI,JAN,2021,False,False,
20210102,2021-01-02,SAT,JAN,2021,True,False,
20210103,2021-01-03,SUN,JAN,2021,True,False,
20210104,2021-01-04,MON,JAN,2021,False,False,
20210105,2021-01-05,TUE,JAN,2021,False,False,
20210106,2021-01-06,WED,JAN,2021,False,False,
20210107,2021-01-07,THU,JAN,2021,False,False,
20210108,2021-01-08,FRI,JAN,2021,False,False,
20210109,2021-01-09,SAT,JAN,2021,True,False,
20210110,2021-01-10,SUN,JAN,2021,True,False,
20210111,2021-01-11,MON,JAN,2021,False,False,
20210112,2021-01-12,TUE,JAN,2021,False,False,
20210113,2021-01-13,WED,JAN,2021,False,False,
20210114,2021-01-14,THU,JAN,2021,False,False,
20210115,2021-01-15,FRI,JAN,2021,False,False,
20210116,2021-01-16,SAT,JAN,2021,True,False,
20210117,2021-01-17,SUN,JAN,2021,True,False,
20210118,2021-01-18,MON,JAN,2021,False,False,
20210119,2021-01-19,TUE,JAN,2021,False,False,
20210120,2021-01-20,WED,JAN,2021,False,False,
20210121,2021-01-21,THU,JAN,2021,False,False,
20210122,2021-01-22,FRI,JAN,2021,False,False,
20210123,2021-01-23,SAT,JAN,2021,True,False,
20210124,2021-01-24,SUN,JAN,2021,True,False,
20210125,2021-01-25,MON,JAN,2021,False,False,
20210126,2021-01-26,TUE,JAN,2021,False,False,
20210127,2021-01-27,WED,JAN,2021,False,False,
20210128,2021-01-28,THU,JAN,2021,False,False,
20210129,2021-01-29,FRI,JAN,2021,False,False,
20210130,2021-01-30,SAT,JAN,2021,True,False,
20210131,2021-01-31,SUN,JAN,2021,True,False,
20210201,2021-02-01,MON,FEB,2021,False,False,
20210202,2021-02-02,TUE,FEB,2021,False,False,
20210203,2021-02-03,WED,FEB,2021,False,False,
20210204,2021-02-04,THU,FEB,2021,False,False,
20210205,2021-02-05,FRI,FEB,2021,False,False,
20210206,2021-02-06,SAT,FEB,2021,True,False,
20210207,2021-02-07,SUN,FEB,2021,True,False,
20210208,2021-02-08,MON,FEB,2021,False,False,
20210209,2021-02-09,TUE,FEB,2021,False,False,
20210210,2021-02-10,WED,FEB,2021,False,False,
20210211,2021-02-11,THU,FEB,2021,False,False,
20210212,2021-02-12,FRI,FEB,2021,False,False,
20210213,2021-02-13,SAT,FEB,2021,True,False,
20210214,2021-02-14,SUN,FEB,2021,True,False,
20210215,2021-02-15,MON,FEB,2021,False,False,
20210216,2021-02-16,TUE,FEB,2021,False,False,
20210217,2021-02-17,WED,FEB,2021,False,False,
20210218,2021-02-18,THU,FEB,2021,False,False,
20210219,2021-02-19,FRI,FEB,2021,False,False,
20210220,2021-02-20,SAT,FEB,2021,True,False,
20210221,2021-02-21,SUN,FEB,2021,True,False,
20210222,2021-02-22,MON,FEB,2021,False,False,
20210223,2021-02-23,TUE,FEB,2021,False,False,
20210224,2021-02-24,WED,FEB,2021,False,False,
20210225,2021-02-25,THU,FEB,2021,False,False,
20210226,2021-02-26,FRI,FEB,2021,False,False,
20210227,2021-02-27,SAT,FEB,2021,True,False,
20210228,2021-02-28,SUN,FEB,2021,True,False,
20210301,2021-03-01,MON,MAR,2021,False,False,
20210302,2021-03-02,TUE,MAR,2021,False,False,
20210303,2021-03-03,WED,MAR,2021,False,False,
20210304,2021-03-04,THU,MAR,2021,False,False,
20210305,2021-03-05,FRI,MAR,2021,False,False,
20210306,2021-03-06,SAT,MAR,2021,True,False,
20210307,2021-03-07,SUN,MAR,2021,True,False,
20210308,2021-03-08,MON,MAR,2021,False,False,
20210309,2021-03-09,TUE,MAR,2021,False,False,
20210310,2021-03-10,WED,MAR,2021,False,False,
20210311,2021-03-11,THU,MAR,2021,False,False,
20210312,2021-03-12,FRI,MAR,2021,False,False,
20210313,2021-03-13,SAT,MAR,2021,True,False,
20210314,2021-03-14,SUN,MAR,2021,True,False,
20210315,2021-03-15,MON,MAR,2021,False,False,
20210316,2021-03-16,TUE,MAR,2021,False,False,
20210317,2021-03-17,WED,MAR,2021,False,False,
20210318,2021-03-18,THU,MAR,2021,False,False,
20210319,2021-03-19,FRI,MAR,2021,False,False,
20210320,2021-03-20,SAT,MAR,2021,True,False,
20210321,2021-03-21,SUN,MAR,2021,True,False,
20210322,2021-03-22,MON,MAR,2021,False,False,
20210323,2021-03-23,TUE,MAR,2021,False,False,
20210324,2021-03-24,WED,MAR,2021,False,False,
20210325,2021-03-25,THU,MAR,2021,False,False,
20210326,2021-03-26,FRI,MAR,2021,False,False,
20210327,2021-03-27,SAT,MAR,2021,True,False,
20210328,2021-03-28,SUN,MAR,2021,True,False,
20210329,2021-03-29,MON,MAR,2021,False,False,
20210330,2021-03-30,TUE,MAR,2021,False,False,
20210331,2021-03-31,WED,MAR,2021,False,False,
20210401,2021-04-01,THU,APR,2021,False,False,
20210402,2021-04-02,FRI,APR,2021,False,False,
20210403,2021-04-03,SAT,APR,2021,True,False,
20210404,2021-04-04,SUN,APR,2021,True,False,
20210405,2021-04-05,MON,APR,2021,False,False,
20210406,2021-04-06,TUE,APR,2021,False,False,
20210407,2021-04-07,WED,APR,2021,False,False,
20210408,2021-04-08,THU,APR,2021,False,False,
20210409,2021-04-09,FRI,APR,2021,False,False,
20210410,2021-04-10,SAT,APR,2021,True,False,
20210411,2021-04-11,SUN,APR,2021,True,False,
20210412,2021-04-12,MON,APR,2021,False,False,
20210413,2021-04-13,TUE,APR,2021,False,False,
20210414,2021-04-14,WED,APR,2021,False,False,
20210415,2021-04-15,THU,APR,2021,False,False,
20210416,2021-04-16,FRI,APR,2021,False,False,
20210417,2021-04-17,SAT,APR,2021,True,False,
20210418,2021-04-18,SUN,APR,2021,True,False,
20210419,2021-04-19,MON,APR,2021,False,False,
20210420,2021-04-20,TUE,APR,2021,False,False,
20210421,2021-04-21,WED,APR,2021,False,False,
20210422,2021-04-22,THU,APR,2021,False,False,
20210423,2021-04-23,FRI,APR,2021,False,False,
20210424,2021-04-24,SAT,APR,2021,True,False,
20210425,2021-04-25,SUN,APR,2021,True,False,
20210426,2021-04-26,MON,APR,2021,False,False,
20210427,2021-04-27,TUE,APR,2021,False,False,
20210428,2021-04-28,WED,APR,2021,False,False,
20210429,2021-04-29,THU,APR,2021,False,False,
20210430,2021-04-30,FRI,APR,2021,False,False,
20210501,2021-05-01,SAT,MAY,2021,True,False,
20210502,2021-05-02,SUN,MAY,2021,True,False,
20210503,2021-05-03,MON,MAY,2021,False,False,
20210504,2021-05-04,TUE,MAY,2021,False,False,
20210505,2021-05-05,WED,MAY,2021,False,False,
20210506,2021-05-06,THU,MAY,2021,False,False,
20210507,2021-05-07,FRI,MAY,2021,False,False,
20210508,2021-05-08,SAT,MAY,2021,True,False,
20210509,2021-05-09,SUN,MAY,2021,True,False,
20210510,2021-05-10,MON,MAY,2021,False,False,
20210511,2021-05-11,TUE,MAY,2021,False,False,
20210512,2021-05-12,WED,MAY,2021,False,False,
20210513,2021-05-13,THU,MAY,2021,False,False,
20210514,2021-05-14,FRI,MAY,2021,False,False,
20210515,2021-05-15,SAT,MAY,2021,True,False,
20210516,2021-05-16,SUN,MAY,2021,True,False,
20210517,2021-05-17,MON,MAY,2021,False,False,
20210518,2021-05-18,TUE,MAY,2021,False,False,
20210519,2021-05-19,WED,MAY,2021,False,False,
20210520,2021-05-20,THU,MAY,2021,False,False,
20210521,2021-05-21,FRI,MAY,2021,False,False,
20210522,2021-05-22,SAT,MAY,2021,True,False,
20210523,2021-05-23,SUN,MAY,2021,True,False,
20210524,2021-05-24,MON,MAY,2021,False,False,
20210525,2021-05-25,TUE,MAY,2021,False,False,
20210526,2021-05-26,WED,MAY,2021,False,False,
20210527,2021-05-27,THU,MAY,2021,False,False,
20210528,2021-05-28,FRI,MAY,2021,False,False,
20210529,2021-05-29,SAT,MAY,2021,True,False,
20210530,2021-05-30,SUN,MAY,2021,True,False,
20210531,2021-05-31,MON,MAY,2021,False,False,
20210601,2021-06-01,TUE,JUN,2021,False,False,
20210602,2021-06-02,WED,JUN,2021,False,False,
20210603,2021-06-03,THU,JUN,2021,False,False,
20210604,2021-06-04,FRI,JUN,2021,False,False,
20210605,2021-06-05,SAT,JUN,2021,True,False,
20210606,2021-06-06,SUN,JUN,2021,True,False,
20210607,2021-06-07,MON,JUN,2021,False,False,
20210608,2021-06-08,TUE,JUN,2021,False,False,
20210609,2021-06-09,WED,JUN,2021,False,False,
20210610,2021-06-10,THU,JUN,2021,False,False,
20210611,2021-06-11,FRI,JUN,2021,False,False,
20210612,2021-06-12,SAT,JUN,2021,True,False,
20210613,2021-06-13,SUN,JUN,2021,True,False,
20210614,2021-06-14,MON,JUN,2021,False,False,
20210615,2021-06-15,TUE,JUN,2021,False,False,
20210616,2021-06-16,WED,JUN,2021,False,False,
20210617,2021-06-17,THU,JUN,2021,False,False,
20210618,2021-06-18,FRI,JUN,2021,False,False,
20210619,2021-06-19,SAT,JUN,2021,True,False,
20210620,2021-06-20,SUN,JUN,2021,True,False,
20210621,2021-06-21,MON,JUN,2021,False,False,
20210622,2021-06-22,TUE,JUN,2021,False,False,
20210623,2021-06-23,WED,JUN,2021,False,False,
20210624,2021-06-24,THU,JUN,2021,False,False,
20210625,2021-06-25,FRI,JUN,2021,False,False,
20210626,2021-06-26,SAT,JUN,2021,True,False,
20210627,2021-06-27,SUN,JUN,2021,True,False,
20210628,2021-06-28,MON,JUN,2021,False,False,
20210629,2021-06-29,TUE,JUN,2021,False,False,
20210630,2021-06-30,WED,JUN,2021,False,False,
20210701,2021-07-01,THU,JUL,2021,False,False,
20210702,2021-07-02,FRI,JUL,2021,False,False,
20210703,2021-07-03,SAT,JUL,2021,True,False,
20210704,2021-07-04,SUN,JUL,2021,True,False,
20210705,2021-07-05,MON,JUL,2021,False,False,
20210706,2021-07-06,TUE,JUL,2021,False,False,
20210707,2021-07-07,WED,JUL,2021,False,False,
20210708,2021-07-08,THU,JUL,2021,False,False,
20210709,2021-07-09,FRI,JUL,2021,False,False,
20210710,2021-07-10,SAT,JUL,2021,True,False,
20210711,2021-07-11,SUN,JUL,2021,True,False,
20210712,2021-07-12,MON,JUL,2021,False,False,
20210713,2021-07-13,TUE,JUL,2021,False,False,
20210714,2021-07-14,WED,JUL,2021,False,False,
20210715,2021-07-15,THU,JUL,2021,False,False,
20210716,2021-07-16,FRI,JUL,2021,False,False,
20210717,2021-07-17,SAT,JUL,2021,True,False,
20210718,2021-07-18,SUN,JUL,2021,True,False,
20210719,2021-07-19,MON,JUL,2021,False,False,
20210720,2021-07-20,TUE,JUL,2021,False,False,
20210721,2021-07-21,WED,JUL,2021,False,False,
20210722,2021-07-22,THU,JUL,2021,False,False,
20210723,2021-07-23,FRI,JUL,2021,False,False,
20210724,2021-07-24,SAT,JUL,2021,True,False,
20210725,2021-07-25,SUN,JUL,2021,True,False,
20210726,2021-07-26,MON,JUL,2021,False,False,
20210727,2021-07-27,TUE,JUL,2021,False,False,
20210728,2021-07-28,WED,JUL,2021,False,False,
20210729,2021-07-29,THU,JUL,2021,False,False,
20210730,2021-07-30,FRI,JUL,2021,False,False,
20210731,2021-07-31,SAT,JUL,2021,True,False,
20210801,2021-08-01,SUN,AUG,2021,True,False,
20210802,2021-08-02,MON,AUG,2021,False,False,
20210803,2021-08-03,TUE,AUG,2021,False,False,
20210804,2021-08-04,WED,AUG,2021,False,False,
20210805,2021-08-05,THU,AUG,2021,False,False,
20210806,2021-08-06,FRI,AUG,2021,False,False,
20210807,2021-08-07,SAT,AUG,2021,True,False,
20210808,2021-08-08,SUN,AUG,2021,True,False,
20210809,2021-08-09,MON,AUG,2021,False,False,
20210810,2021-08-10,TUE,AUG,2021,False,False,
20210811,2021-08-11,WED,AUG,2021,False,False,
20210812,2021-08-12,THU,AUG,2021,False,False,
20210813,2021-08-13,FRI,AUG,2021,False,False,
20210814,2021-08-14,SAT,AUG,2021,True,False,
20210815,2021-08-15,SUN,AUG,2021,True,False,
20210816,2021-08-16,MON,AUG,2021,False,False,
20210817,2021-08-17,TUE,AUG,2021,False,False,
20210818,2021-08-18,WED,AUG,2021,False,False,
20210819,2021-08-19,THU,AUG,2021,False,False,
20210820,2021-08-20,FRI,AUG,2021,False,False,
20210821,2021-08-21,SAT,AUG,2021,True,False,
20210822,2021-08-22,SUN,AUG,2021,True,False,
20210823,2021-08-23,MON,AUG,2021,False,False,
20210824,2021-08-24,TUE,AUG,2021,False,False,
20210825,2021-08-25,WED,AUG,2021,False,False,
20210826,2021-08-26,THU,AUG,2021,False,False,
20210827,2021-08-27,FRI,AUG,2021,False,False,
20210828,2021-08-28,SAT,AUG,2021,True,False,
20210829,2021-08-29,SUN,AUG,2021,True,False,
20210830,2021-08-30,MON,AUG,2021,False,False,
20210831,2021-08-31,TUE,AUG,2021,False,False,
20210901,2021-09-01,WED,SEP,2021,False,False,
20210902,2021-09-02,THU,SEP,2021,False,False,
20210903,2021-09-03,FRI,SEP,2021,False,False,
20210904,2021-09-04,SAT,SEP,2021,True,False,
20210905,2021-09-05,SUN,SEP,2021,True,False,
20210906,2021-09-06,MON,SEP,2021,False,False,
20210907,2021-09-07,TUE,SEP,2021,False,False,
20210908,2021-09-08,WED,SEP,2021,False,False,
20210909,2021-09-09,THU,SEP,2021,False,False,
20210910,2021-09-10,FRI,SEP,2021,False,False,
20210911,2021-09-11,SAT,SEP,2021,True,False,
20210912,2021-09-12,SUN,SEP,2021,True,False,
20210913,2021-09-13,MON,SEP,2021,False,False,
20210914,2021-09-14,TUE,SEP,2021,False,False,
20210915,2021-09-15,WED,SEP,2021,False,False,
20210916,2021-09-16,THU,SEP,2021,False,False,
20210917,2021-09-17,FRI,SEP,2021,False,False,
20210918,2021-09-18,SAT,SEP,2021,True,False,
20210919,2021-09-19,SUN,SEP,2021,True,False,
20210920,2021-09-20,MON,SEP,2021,False,False,
20210921,2021-09-21,TUE,SEP,2021,False,False,
20210922,2021-09-22,WED,SEP,2021,False,False,
20210923,2021-09-23,THU,SEP,2021,False,False,
20210924,2021-09-24,FRI,SEP,2021,False,False,
20210925,2021-09-25,SAT,SEP,2021,True,False,
20210926,2021-09-26,SUN,SEP,2021,True,False,
20210927,2021-09-27,MON,SEP,2021,False,False,
20210928,2021-09-28,TUE,SEP,2021,False,False,
20210929,2021-09-29,WED,SEP,2021,False,False,
20210930,2021-09-30,THU,SEP,2021,False,False,
20211001,2021-10-01,FRI,OCT,2021,False,False,
20211002,2021-10-02,SAT,OCT,2021,True,False,
20211003,2021-10-03,SUN,OCT,2021,True,False,
20211004,2021-10-04,MON,OCT,2021,False,False,
20211005,2021-10-05,TUE,OCT,2021,False,False,
20211006,2021-10-06,WED,OCT,2021,False,False,
20211007,2021-10-07,THU,OCT,2021,False,False,
20211008,2021-10-08,FRI,OCT,2021,False,False,
20211009,2021-10-09,SAT,OCT,2021,True,False,
20211010,2021-10-10,SUN,OCT,2021,True,False,
20211011,2021-10-11,MON,OCT,2021,False,False,
20211012,2021-10-12,TUE,OCT,2021,False,False,
20211013,2021-10-13,WED,OCT,2021,False,False,
20211014,2021-10-14,THU,OCT,2021,False,False,
20211015,2021-10-15,FRI,OCT,2021,False,False,
20211016,2021-10-16,SAT,OCT,2021,True,False,
20211017,2021-10-17,SUN,OCT,2021,True,False,
20211018,2021-10-18,MON,OCT,2021,False,False,
20211019,2021-10-19,TUE,OCT,2021,False,False,
20211020,2021-10-20,WED,OCT,2021,False,False,
20211021,2021-10-21,THU,OCT,2021,False,False,
20211022,2021-10-22,FRI,OCT,2021,False,False,
20211023,2021-10-23,SAT,OCT,2021,True,False,
20211024,2021-10-24,SUN,OCT,2021,True,False,
20211025,2021-10-25,MON,OCT,2021,False,False,
20211026,2021-10-26,TUE,OCT,2021,False,False,
20211027,2021-10-27,WED,OCT,2021,False,False,
20211028,2021-10-28,THU,OCT,2021,False,False,
20211029,2021-10-29,FRI,OCT,2021,False,False,
20211030,2021-10-30,SAT,OCT,2021,True,False,
20211031,2021-10-31,SUN,OCT,2021,True,False,
20211101,2021-11-01,MON,NOV,2021,False,False,
20211102,2021-11-02,TUE,NOV,2021,False,False,
20211103,2021-11-03,WED,NOV,2021,False,False,
20211104,2021-11-04,THU,NOV,2021,False,False,
20211105,2021-11-05,FRI,NOV,2021,False,False,
20211106,2021-11-06,SAT,NOV,2021,True,False,
20211107,2021-11-07,SUN,NOV,2021,True,False,
20211108,2021-11-08,MON,NOV,2021,False,False,
20211109,2021-11-09,TUE,NOV,2021,False,False,
20211110,2021-11-10,WED,NOV,2021,False,False,
20211111,2021-11-11,THU,NOV,2021,False,False,
20211112,2021-11-12,FRI,NOV,2021,False,False,
20211113,2021-11-13,SAT,NOV,2021,True,False,
20211114,2021-11-14,SUN,NOV,2021,True,False,
20211115,2021-11-15,MON,NOV,2021,False,False,
20211116,2021-11-16,TUE,NOV,2021,False,False,
20211117,2021-11-17,WED,NOV,2021,False,False,
20211118,2021-11-18,THU,NOV,2021,False,False,
20211119,2021-11-19,FRI,NOV,2021,False,False,
20211120,2021-11-20,SAT,NOV,2021,True,False,
20211121,2021-11-21,SUN,NOV,2021,True,False,
20211122,2021-11-22,MON,NOV,2021,False,False,
20211123,2021-11-23,TUE,NOV,2021,False,False,
20211124,2021-11-24,WED,NOV,2021,False,False,
20211125,2021-11-25,THU,NOV,2021,False,False,
20211126,2021-11-26,FRI,NOV,2021,False,False,
20211127,2021-11-27,SAT,NOV,2021,True,False,
20211128,2021-11-28,SUN,NOV,2021,True,False,
20211129,2021-11-29,MON,NOV,2021,False,False,
20211130,2021-11-30,TUE,NOV,2021,False,False,
20211201,2021-12-01,WED,DEC,2021,False,False,
20211202,2021-12-02,THU,DEC,2021,False,False,
20211203,2021-12-03,FRI,DEC,2021,False,False,
20211204,2021-12-04,SAT,DEC,2021,True,False,
20211205,2021-12-05,SUN,DEC,2021,True,False,
20211206,2021-12-06,MON,DEC,2021,False,False,
20211207,2021-12-07,TUE,DEC,2021,False,False,
20211208,2021-12-08,WED,DEC,2021,False,False,
20211209,2021-12-09,THU,DEC,2021,False,False,
20211210,2021-12-10,FRI,DEC,2021,False,False,
20211211,2021-12-11,SAT,DEC,2021,True,False,
20211212,2021-12-12,SUN,DEC,2021,True,False,
20211213,2021-12-13,MON,DEC,2021,False,False,
20211214,2021-12-14,TUE,DEC,2021,False,False,
20211215,2021-12-15,WED,DEC,2021,False,False,
20211216,2021-12-16,THU,DEC,2021,False,False,
20211217,2021-12-17,FRI,DEC,2021,False,False,
20211218,2021-12-18,SAT,DEC,2021,True,False,
20211219,2021-12-19,SUN,DEC,2021,True,False,
20211220,2021-12-20,MON,DEC,2021,False,False,
20211221,2021-12-21,TUE,DEC,2021,False,False,
20211222,2021-12-22,WED,DEC,2021,False,False,
20211223,2021-12-23,THU,DEC,2021,False,False,
20211224,2021-12-24,FRI,DEC,2021,False,False,
20211225,2021-12-25,SAT,DEC,2021,True,True,Christmas
20211226,2021-12-26,SUN,DEC,2021,True,False,
20211227,2021-12-27,MON,DEC,2021,False,False,
20211228,2021-12-28,TUE,DEC,2021,False,False,
20211229,2021-12-29,WED,DEC,2021,False,False,
20211230,2021-12-30,THU,DEC,2021,False,False,
